name,website,category,original_category,founded,github_org,twitter_handle,notes,batch,yc_status,ph_slug,tagline,sources,sector,function
Pinch,https://startpinch.com,Voice AI,,2025,,,,Winter 2025,Active,,Real-time AI Voice Translation for Developers,ycombinator,Cross-industry,Generative Product
Mastra,https://mastra.ai,AI Agents,AI,2025,,,,Winter 2025,Active,,"""The Javascript framework for building AI agents, from the Gatsby devs""",ycombinator,Cross-industry,ML Infrastructure
AfterQuery,https://afterquery.com,ML Infrastructure,,2025,,,,Winter 2025,Active,,Applied research lab curating data solutions for foundation model…,ycombinator,Cross-industry,Data Infrastructure
Artificial Societies,https://societies.io,Go-to-Market AI,AI,2025,,,,Winter 2025,Active,,We build networks of AI personas that simulate stakeholder opinions,ycombinator,Cross-industry,Analytics & Decisioning
Sennu AI,https://www.sennu.ai,General AI,AI,2025,,,,Winter 2025,Active,,We turn traditional companies into AI companies,ycombinator,Cross-industry,Copilot / Assistant
Outlit,https://outlit.ai/,AI Agents,AI,2025,,,,Winter 2025,Active,,Customer Context for Agents,ycombinator,Cross-industry,Data Infrastructure
Calltree,https://calltree.ai,Customer Support AI,AI,2025,,,,Winter 2025,Active,,Enterprise-grade AIsupport reps for call centers,ycombinator,Customer Support,AI Agent
Nitrode,https://www.nitrode.com,Data Infrastructure,,2025,,,,Winter 2025,Active,,Data for reasoning agents in dynamic environments,ycombinator,Cross-industry,Data Infrastructure
Exla,https://exla.ai/,ML Infrastructure,AI,2025,,,,Winter 2025,Active,,An SDK to run transformer models anywhere,ycombinator,Cross-industry,ML Infrastructure
Confident AI,https://confident-ai.com,ML Infrastructure,,2025,,,,Winter 2025,Active,,The LLM Eval and Observability Platform forAI Quality,ycombinator,Cross-industry,ML Infrastructure
Trata,https://www.trytrata.com/,Finance AI,AI,2025,,,,Winter 2025,Active,,AI-powered research desk for hedge funds,ycombinator,Finance,Analytics & Decisioning
Haleum,https://haleum.ai/,Security AI,AI,2025,,,,Winter 2025,Active,,Human Risk Intelligence for the AI-era,ycombinator,Security,Analytics & Decisioning
Lucidic AI,https://lucidic.ai,AI Agents,,2025,,,,Winter 2025,Active,,AI Agent Training via Simulations,ycombinator,Cross-industry,ML Infrastructure
Mundo AI,https://mundoai.world,Data Infrastructure,,2025,,,,Winter 2025,Active,,High Quality Multilingual Training Data for AI Models,ycombinator,Cross-industry,Data Infrastructure
Pluto,https://www.pluto.trade,Finance AI,AI,2025,,,,Winter 2025,Active,,Regulated derivatives exchange,ycombinator,Finance,AI Agent
Lopus AI,https://lopus.ai,Analytics,,2025,,,,Winter 2025,Active,,Analytics built for Growth,ycombinator,Cross-industry,Analytics & Decisioning
Cenote,https://www.joincenote.com/,Healthcare AI,AI,2025,,,,Winter 2025,Active,,AI agents that convert and retain patients for digital clinics,ycombinator,Healthcare,AI Agent
Harbera,https://harbera.com/,Healthcare AI,AI,2025,,,,Winter 2025,Active,,AI Healthcare Provider Credentialing Software,ycombinator,Healthcare,AI Agent
Stillwind,https://stillwind.ai,AI Agents,,2025,,,,Winter 2025,Active,,Autonomous Electrical Engineering,ycombinator,Engineering,AI Agent
Pickle,https://www.pickle.com,Consumer AI,AI,2025,,,,Winter 2025,Active,,Where your life context becomesunderstanding.,ycombinator,Consumer,Data Infrastructure
Asteroid,https://asteroid.ai,HR AI,AI,2024,,,,Winter 2025,Active,,AI Browser Workforce for Operations Teams,ycombinator,Cross-industry,AI Agent
Gale,https://galevisa.com,Data Infrastructure,,2025,,,,Winter 2025,Active,,Fast and Data-Driven Immigration Platform,ycombinator,Legal,Analytics & Decisioning
Olive,https://fromolive.com,Consumer AI,AI,2025,,,,Winter 2025,Active,,The context layer for your team,ycombinator,Consumer,Copilot / Assistant
Cuckoo Labs,https://www.cuckoo.so/,Go-to-Market AI,,2025,,,,Winter 2025,Active,,Real-time AI translator for global sales and marketing,ycombinator,Cross-industry,Generative Product
Mecha Health,https://www.mecha-health.ai/,Healthcare AI,,2025,,,,Winter 2025,Active,,Foundation models to automate x-ray analysis for radiologists,ycombinator,Healthcare,Analytics & Decisioning
Osmosis,https://osmosis.ai/,AI Agents,AI,2025,,,,Winter 2025,Active,,Reinforcement Learning (RL) for AI Agents,ycombinator,Cross-industry,ML Infrastructure
Swerve,https://www.getswerve.com/,Consumer AI,AI,2025,,,,Winter 2025,Active,,Chat with AI Characters,ycombinator,Consumer,Generative Product
Cifrato,https://cifrato.ai,Finance AI,AI,2025,,,,Winter 2025,Active,,AI Accountant for Accounting Firms,ycombinator,Finance,AI Agent
Cardamon,https://cardamon.ai/,Security AI,,2025,,,,Winter 2025,Active,,AI compliance co-pilot for regulated financial businesses,ycombinator,Finance,Copilot / Assistant
Trim,https://trimresearch.com,ML Infrastructure,,2025,,,,Winter 2025,Active,,A foundation model for physics.,ycombinator,Engineering,Foundation Models
SalesPatriot,https://www.salespatriot.com/,Legal AI,AI,2025,,,,Winter 2025,Active,,We help defense firms win more contracts with the Pentagon,ycombinator,Legal,Analytics & Decisioning
Maive,https://maive.ai,Real Estate AI,AI,2025,,,,Winter 2025,Active,,AI for Home Services,ycombinator,Real Estate,AI Agent
Weave,https://workweave.dev,Code AI,AI,2025,,,,Winter 2025,Active,,AI to understand engineering work,ycombinator,Cross-industry,Analytics & Decisioning
Caseflood.ai,https://caseflood.ai,Legal AI,AI,2025,,,,Winter 2025,Active,,How elitelaw firms do intake,ycombinator,Legal,AI Agent
Tejas AI,https://www.trytejas.ai/,Finance AI,AI,2025,,,,Winter 2025,Active,,Risk Decisioning Platform for Banks,ycombinator,Finance,Analytics & Decisioning
Toothy AI,https://www.toothy.ai/,Healthcare AI,AI,2025,,,,Winter 2025,Active,,AI for insurance verification & billing at dental clinics,ycombinator,Healthcare,AI Agent
Truffle AI,https://www.trytruffle.ai/,AI Agents,AI,2025,,,,Winter 2025,Active,,AWS for AI Agents,ycombinator,Cross-industry,ML Infrastructure
Closure,https://closure-intel.com/,Legal AI,,2025,,,,Winter 2025,Active,,Wehelp law enforcement solve crime,ycombinator,Legal,Analytics & Decisioning
Promptless,https://promptless.ai/,AI Agents,AI,2024,,,,Winter 2025,Active,,An AI teammate that automatically updates your customer-facing docs,ycombinator,Cross-industry,AI Agent
Scout,https://scoutforschools.com/,Education AI,AI,2025,,,,Winter 2025,Active,,AI-powered student information system for K-12 schools,ycombinator,Education,Copilot / Assistant
Vocality Health,https://www.vocalityhealth.com,Healthcare AI,,2025,,,,Winter 2025,Active,,Voice AI for medical language translation,ycombinator,Healthcare,Generative Product
Alice.tech,https://www.alice.tech/,Education AI,AI,2025,,,,Winter 2025,Active,,AI-driven exam prep,ycombinator,Education,Copilot / Assistant
Praxim,https://www.praxim.ai/,AI Writing,AI,2025,,,,Winter 2025,Active,,The agentic AI Word editor,ycombinator,Cross-industry,Copilot / Assistant
Tweeks.io,https://tweeks.io,Code AI,AI,2025,,,,Winter 2025,Active,,Lovable for Chrome Plugins,ycombinator,Cross-industry,Generative Product
Leaping AI,https://www.leapingai.com,Voice AI,,2025,,,,Winter 2025,Active,,Voice AI agents to automate call centers (digital call center workers),ycombinator,Customer Support,AI Agent
Vetnio,https://vetnio.com/,Healthcare AI,AI,2025,,,,Winter 2025,Active,,AI Copilot that automates admin work for veterinary professionals,ycombinator,Healthcare,Copilot / Assistant
Candor,https://www.usecandor.ai,Go-to-Market AI,AI,2025,,,,Winter 2025,Active,,We help companies win government funding with AI,ycombinator,Cross-industry,Copilot / Assistant
Outship,https://outship.ai,HR AI,AI,2025,,,,Winter 2025,Active,,Hire amazing engineers by seeing how they use AI,ycombinator,HR,Analytics & Decisioning
Edexia,https://www.edexia.com/,Education AI,AI,2024,,,,Winter 2025,Active,,AI Teacher Assistant for Grading Essays,ycombinator,Education,Copilot / Assistant
Quantstruct,https://quantstruct.com,Code AI,,2025,,,,Winter 2025,Active,,AI documentation engineer – test & autoimprove stale product docs,ycombinator,Cross-industry,AI Agent
SRE.ai,https://sre.ai,AI Agents,AI,2024,,,,Fall 2024,Active,,AI DevOps Agents,ycombinator,Cross-industry,AI Agent
Melder,https://melder.io,Productivity AI,AI,2024,,,,Fall 2024,Active,,AI formulas and document support for Microsoft Excel,ycombinator,Cross-industry,Copilot / Assistant
Forerunner AI,https://tryforerunner.com,Engineering AI,AI,2024,,,,Fall 2024,Active,,AI that gets aircraft flying faster,ycombinator,Engineering,Copilot / Assistant
Struct,https://struct.ai,Code AI,AI,2024,,,,Fall 2024,Active,,Automate your on-call runbook,ycombinator,Cross-industry,AI Agent
ArchiLabs,https://archilabs.ai,Engineering AI,AI,2024,,,,Fall 2024,Active,,AI Copilot for Architects,ycombinator,Engineering,Copilot / Assistant
Diffusion Studio,https://diffusion.studio/,Video AI,,2024,,,,Fall 2024,Active,,"""Professional-grade video editing, in your browser.""",ycombinator,Cross-industry,Generative Product
BrowserBook,https://www.browserbook.com,Code AI,,2024,,,,Fall 2024,Active,,The Browser Automation IDE,ycombinator,Cross-industry,AI Agent
AutoComputer,https://www.autocomputer.ai/,AI Agents,AI,2024,,,,Fall 2024,Active,,Desktop RPA with AI computer use,ycombinator,Cross-industry,AI Agent
vly.ai,https://vly.ai,Code AI,AI,2024,,,,Fall 2024,Active,,The Lovable & Replit killers,ycombinator,Cross-industry,Generative Product
HYBRD,https://www.hybrd.com/,Consumer AI,AI,2024,,,,Fall 2024,Active,,Getfaster & stronger,ycombinator,Consumer,Copilot / Assistant
Lingo.dev,https://lingo.dev,AI Writing,AI,2024,,,,Fall 2024,Active,,"""Localization engineering platform for consistent, quality translations""",ycombinator,Cross-industry,Generative Product
Luthor,https://luthor.ai,Go-to-Market AI,,2024,,,,Fall 2024,Active,,Marketing Approval Platform for Regulated Industries,ycombinator,Cross-industry,Analytics & Decisioning
Keye,https://www.keye.co,Finance AI,AI,2024,,,,Fall 2024,Active,,The Smartest Private Equity Investor,ycombinator,Finance,Analytics & Decisioning
RiskCube,https://riskcube.com,Finance AI,AI,2024,,,,Fall 2024,Active,,AI-native insurance broker for startups — from Earth to the Moon.,ycombinator,Finance,AI Agent
CTGT,https://www.ctgt.ai/,ML Infrastructure,AI,2024,,,,Fall 2024,Active,,The deterministic layer for frontier intelligence,ycombinator,Cross-industry,ML Infrastructure
Endstack,https://www.endstack.com,AI Agents,AI,2024,,,,Fall 2024,Active,,Cloud desktop OS for humans and agents,ycombinator,Cross-industry,ML Infrastructure
Revyl,https://www.revyl.ai,Code AI,AI,2024,,,,Fall 2024,Active,,AI-Native Mobile Testing,ycombinator,Cross-industry,AI Agent
Raycaster,https://raycaster.ai,Healthcare AI,AI,2024,,,,Fall 2024,Active,,AI for life sciences documents,ycombinator,Healthcare,Analytics & Decisioning
Darkgrade,https://darkgrade.com,Image AI,AI,2024,,,,Fall 2024,Active,,Let your camera understand the world,ycombinator,Cross-industry,Foundation Models
Candle,https://www.trycandle.app/,Consumer AI,AI,2024,,,,Fall 2024,Active,,Candle helps friends and couples grow closer daily in just 5 minutes.,ycombinator,Consumer,Copilot / Assistant
Galini,https://www.galini.ai/,Security AI,,2024,,,,Fall 2024,Active,,Compliance guardrails-as-a-servicefor AI applications,ycombinator,Security,Analytics & Decisioning
Riveter,https://www.riveterhq.com/,Data Infrastructure,,2024,,,,Fall 2024,Active,,Turn the web into structured data,ycombinator,Cross-industry,Data Infrastructure
Onlook,https://onlook.com/,Code AI,AI,2025,,,,Winter 2025,Active,,Cursor for Designers,ycombinator,Cross-industry,Generative Product
DreamRP,https://www.dreamrp.com/,Consumer AI,AI,2024,,,,Summer 2024,Active,,Tech andplatforms for human creators and the entertainment industry,ycombinator,Consumer,Generative Product
Conductor,https://conductor.build,Code AI,AI,2024,,,,Summer 2024,Active,,Run a team of coding agents on your Mac,ycombinator,Cross-industry,AI Agent
PathPilot,https://www.getpathpilot.com/,Finance AI,AI,2024,,,,Summer 2024,Active,,AI Agents for Lending Operations,ycombinator,Finance,AI Agent
Affil.ai,https://affil.ai/,Finance AI,AI,2024,,,,Summer 2024,Active,,AI Affiliate Network For Financial Companies,ycombinator,Finance,Analytics & Decisioning
Overlap,https://www.overlap.ai,Video AI,,2024,,,,Summer 2024,Active,,Multimodal AI agents for video,ycombinator,Cross-industry,Generative Product
Void,https://useglass.ai,Code AI,AI,2024,,,,Summer 2024,Active,,The open source Cursor alternative,ycombinator,Cross-industry,AI Agent
Anglera,https://www.anglera.com/,Data Infrastructure,,2024,,,,Summer 2024,Active,,AI-Powered Product Data Enrichment,ycombinator,E-commerce,Data Infrastructure
Pipeshift,https://pipeshift.com,ML Infrastructure,AI,2024,,,,Summer 2024,Active,,Inference for real-time production workloads,ycombinator,Cross-industry,ML Infrastructure
Vera Health,https://www.vera-health.ai,Healthcare AI,,2024,,,,Summer 2024,Active,,AI-powered clinical decision support for healthcare providers,ycombinator,Healthcare,Analytics & Decisioning
Keet,https://trykeet.com,AI Agents,AI,2024,,,,Summer 2024,Active,,Authentication for AI Agents,ycombinator,Cross-industry,ML Infrastructure
Usul,https://www.usul.com,Legal AI,AI,2024,,,,Summer 2024,Active,,AI Platform for Winning Defense & Government Contracts,ycombinator,Legal,Analytics & Decisioning
Oway,https://www.shipoway.com,Logistics AI,AI,2024,,,,Summer 2024,Active,,AI Infrastructure for America’s Empty Truck Space,ycombinator,Logistics,Analytics & Decisioning
Voker,https://voker.ai,AI Agents,,2024,,,,Summer 2024,Active,,The Agent Analytics Platform,ycombinator,Cross-industry,Analytics & Decisioning
Rastro,https://rastro.ai,E-commerce AI,AI,2024,,,,Summer 2024,Active,,The fastest way to launch product catalogs.,ycombinator,E-commerce,AI Agent
Quetzal,https://getquetzal.com/,ML Infrastructure,,2024,,,,Summer 2024,Active,,"""Simple, LLM-first translation and internationalization for software""",ycombinator,Cross-industry,Generative Product
Typa,https://typa.ai,Go-to-Market AI,AI,2024,,,,Summer 2024,Active,,The content engine that wins attention and drives growth.,ycombinator,Cross-industry,Generative Product
"Sterling Labs, Inc",https://www.focusbuddy.ai/?ref=yc,Productivity AI,AI,2024,,,,Summer 2024,Active,,Currently in stealth - previously FocusBuddy,ycombinator,Consumer,Copilot / Assistant
Orca Launcher,https://orcalauncher.com,Gaming AI,AI,2024,,,,Summer 2024,Active,,A launcher that turns Minecraft into a game platform like Roblox ,ycombinator,Gaming,Generative Product
Assembly HOA,https://assemblyhoa.com,Real Estate AI,AI,2024,,,,Summer 2024,Active,,AI-native HOA Management Company,ycombinator,Real Estate,AI Agent
Polymet,https://polymet.ai,Design AI,AI,2024,,,,Summer 2024,Active,,AI Product Designer,ycombinator,Cross-industry,Generative Product
Propaya,https://www.propaya.com,Real Estate AI,AI,2024,,,,Summer 2024,Active,,AI commercial lease abstractions and review,ycombinator,Real Estate,Analytics & Decisioning
ZeroPath,https://zeropath.com,Code AI,AI,2024,,,,Summer 2024,Active,,Automatically find andfix your software vulnerabilities,ycombinator,Security,AI Agent
bluedoor,https://bluedoor.sh/,Finance AI,AI,2024,,,,Summer 2024,Active,,Professional-grade stock research in your terminal.,ycombinator,Finance,Analytics & Decisioning
Handled,https://www.itshandled.ai,E-commerce AI,AI,2024,,,,Summer 2024,Active,,Automating post-order operations for e-commerce brands and 3PLs,ycombinator,E-commerce,AI Agent
Baseline AI,https://www.baselinetrials.com/,Healthcare AI,,2024,,,,Summer 2024,Active,,AI document creation and data management for clinical trials,ycombinator,Healthcare,Copilot / Assistant
Cartage,https://cartage.ai,AI Agents,,2024,,,,Summer 2024,Active,,Autonomous freight coordination,ycombinator,Logistics,AI Agent
Palmier,https://www.palmier.io,Go-to-Market AI,,2024,,,,Summer 2024,Active,,Cinematic AI Marketing Videos,ycombinator,Cross-industry,Generative Product
Simple AI,https://www.usesimple.ai,Voice AI,,2024,,,,Summer 2024,Active,,AI voice that sells,ycombinator,Cross-industry,AI Agent
Sensei,https://senseirobotics.com,Data Infrastructure,,2024,,,,Summer 2024,Active,,Robotic Training Data at Scale,ycombinator,Cross-industry,Data Infrastructure
Presti AI,https://www.presti.ai/,E-commerce AI,AI,2024,,,,Summer 2024,Active,,Helping furniture companies create product visuals with AI,ycombinator,E-commerce,Generative Product
The Forecasting Company,https://www.theforecastingcompany.com,ML Infrastructure,,2024,,,,Summer 2024,Active,,Foundation models for time series,ycombinator,Cross-industry,Foundation Models
Zettascale,https://zscc.ai,ClimateTech AI,AI,2024,,,,Summer 2024,Active,,Energy efficient chips for AI,ycombinator,ClimateTech,ML Infrastructure
Brighterway,https://www.brighterway.ai/,Healthcare AI,,2024,,,,Summer 2024,Active,,Streamlining the medical record review process in workers comp,ycombinator,Healthcare,Analytics & Decisioning
Soff,https://soff.ai,AI Agents,AI,2024,,,,Summer 2024,Active,,AI Agents for Distributors,ycombinator,E-commerce,AI Agent
Parley,https://parley.so,Legal AI,,2024,,,,Summer 2024,Active,,"""Automating flat-fee legal work, startingwith work visas + green cards""",ycombinator,Legal,AI Agent
Thunder Compute,https://www.thundercompute.com,ML Infrastructure,AI,2024,,,,Summer 2024,Active,,The world's cheapest GPU cloud,ycombinator,Cross-industry,ML Infrastructure
Kura AI,https://trykura.com,AI Agents,AI,2024,,,,Summer 2024,Active,,New State of the Art for Browser Agents,ycombinator,Cross-industry,AI Agent
Piggy Robotics,https://piggyrobotics.com,Robotics,AI,2025,,,,Fall 2025,Active,,Humanoid robots that do your chores for the price of an iPhone!,ycombinator,Consumer,Generative Product
Mage Legal,https://magelegal.com,Legal AI,,2024,,,,Summer 2024,Active,,Automatic AI Legal Diligence,ycombinator,Legal,AI Agent
winfunc,https://winfunc.com,Security AI,,2024,,,,Summer 2024,Active,,ai-native security engineering for mission critical codebases,ycombinator,Security,AI Agent
Seals AI,https://www.hireseals.ai/,AI Agents,AI,2024,,,,Summer 2024,Active,,AI Employees for Wholesalers & Distributors,ycombinator,E-commerce,AI Agent
Drillbit,https://www.drillbit.com,Real Estate AI,AI,2024,,,,Summer 2024,Active,,Automating Office Work for Residential Contractors.,ycombinator,Real Estate,AI Agent
Sharpe,https://sharpe.sh,Data Infrastructure,,2024,,,,Summer 2024,Active,,Agents for quantitative research and financial data science.,ycombinator,Finance,AI Agent
Planbase,https://www.joinplanbase.com/,Healthcare AI,AI,2024,,,,Summer 2024,Active,,AI workforce management for healthcare ,ycombinator,Healthcare,AI Agent
Clearly AI,https://clearly-ai.com,Security AI,,2024,,,,Summer 2024,Active,,Automate security and privacy reviews,ycombinator,Security,AI Agent
Overstand Labs,https://overstandlabs.com,Data Infrastructure,,2024,,,,Winter 2025,Active,,Navigate anyset of data - no matter how large - in minutes.,ycombinator,Cross-industry,Analytics & Decisioning
Ontra Mobility,https://www.ontramobility.com,Logistics AI,AI,2024,,,,Summer 2024,Active,,Platform for cities to optimize transit ,ycombinator,Logistics,Analytics & Decisioning
Aluna,https://alunadata.com,Data Infrastructure,,2024,,,,Summer 2024,Active,,Data for biomedical AI,ycombinator,Healthcare,Data Infrastructure
Anthrogen,https://anthrogen.com,ML Infrastructure,,2024,,,,Summer 2024,Active,,We're training the next generation of protein foundation models.,ycombinator,Healthcare,Foundation Models
Benchify,https://www.benchify.com,Healthcare AI,AI,2024,,,,Summer 2024,Active,,Executable healthcare contracts,ycombinator,Healthcare,AI Agent
TaxGPT,https://www.taxgpt.com,Finance AI,AI,2024,,,,Summer 2024,Active,,AI tax assistant for professionals and businesses,ycombinator,Finance,Copilot / Assistant
Lighthouz AI,https://lighthouz.ai/,Finance AI,AI,2024,,,,Summer 2024,Active,,"""Freight bill audits, AP, AR automation for freight brokers with…""",ycombinator,Logistics,AI Agent
Modus,https://himodus.com,HR AI,AI,2024,,,,Summer 2024,Active,,Unlock revenue per employee with AI-powered headcount management,ycombinator,HR,Analytics & Decisioning
Plume,http://www.plumefinder.com,ClimateTech AI,AI,2024,,,,Summer 2024,Active,,Renewable infrastructure deployment at scale.,ycombinator,ClimateTech,Analytics & Decisioning
Stormy AI,https://stormy.ai,Go-to-Market AI,,2024,,,,Summer 2025,Active,,Al platform that makessocial marketing as easy as running a Google…,ycombinator,Cross-industry,Generative Product
Gauge,https://withgauge.com,AI Agents,,2024,,,,Summer 2024,Active,,"""Your marketing agent for organic, paid, and AI search.""",ycombinator,Cross-industry,AI Agent
Kenley,https://kenley.ai/,Finance AI,AI,2024,,,,Summer 2024,Active,,AI Agents for Advisory & Financial Services.,ycombinator,Finance,AI Agent
Tivara,https://tivara.com,HR AI,AI,2024,,,,Summer 2024,Active,,The AI workforce for medicalgroups,ycombinator,Healthcare,AI Agent
Lore,https://joinlore.app/,Consumer AI,AI,2024,,,,Summer 2024,Active,,Transform your iMessage conversations into shareable stories,ycombinator,Consumer,Generative Product
CodeViz,https://www.codeviz.ai/,Engineering AI,AI,2024,,,,Summer 2024,Active,,One living modelof your software architecture,ycombinator,Cross-industry,Analytics & Decisioning
Elevate,https://www.useelevate.dev/,Data Infrastructure,,2024,,,,Summer 2024,Active,,Automated AI data integrations for roll-ups,ycombinator,Cross-industry,Data Infrastructure
Storia AI,https://storia.ai,Code AI,,2024,,,,Summer 2024,Active,,Opensource AI copilot that knows your company's code and its context,ycombinator,Cross-industry,Copilot / Assistant
Scape,https://scape.app,Go-to-Market AI,,2024,,,,Summer 2024,Active,,AI-native CRM that captures all your conversations,ycombinator,Cross-industry,AI Agent
Willow,https://willowvoice.com/,Voice AI,,2024,,,,Spring 2025,Active,,The voice interface replacing your keyboard,ycombinator,Cross-industry,Generative Product
NetworkOcean,https://networkocean.io/,Data Infrastructure,,2024,,,,Summer 2024,Active,,Webuild and operate underwater data centers.,ycombinator,Cross-industry,ML Infrastructure
Silurian,https://silurian.ai/,ML Infrastructure,,2024,,,,Summer 2024,Active,,"""Foundation models to simulate Earth, starting with weather.""",ycombinator,ClimateTech,Foundation Models
Unbound,https://getunbound.ai/,Data Infrastructure,,2024,,,,Summer 2024,Active,,Use AI tools without fear of data leakage,ycombinator,Security,ML Infrastructure
Decisional AI,https://www.decisional.com/,AI Agents,AI,2024,,,,Summer 2024,Active,,Self healing automation agents that run in the background.,ycombinator,Cross-industry,AI Agent
FirstWork,https://firstwork.com,HR AI,AI,2024,,,,Summer 2024,Active,,Rippling for seasonal workers,ycombinator,HR,Copilot / Assistant
Sorcerer,https://sorcerer.earth,ClimateTech AI,AI,2024,,,,Summer 2024,Active,,Building a nervous system for the atmosphere,ycombinator,ClimateTech,Data Infrastructure
Wordware,https://wordware.ai/,AI Agents,AI,2024,,,,Summer 2024,Active,,AI agents you canrely on,ycombinator,Cross-industry,ML Infrastructure
Maitai,https://trymaitai.com,ML Infrastructure,AI,2024,,,,Summer 2024,Active,,"""Reliable, self-improving enterprise AI""",ycombinator,Cross-industry,ML Infrastructure
Corgi Insurance,https://corgi.insure,Finance AI,AI,2024,,,,Summer 2024,Active,,Corgi is building an AI financial infrastructure company,ycombinator,Finance,AI Agent
Sage Care,https://sagecare.ai,Healthcare AI,AI,2024,,,,Summer 2024,Active,,Automating home care agency operations withAI,ycombinator,Healthcare,AI Agent
Codes Health,https://www.getcodeshealth.com/,Healthcare AI,,2024,,,,Summer 2024,Active,,Medical Record Retrieval with Zero Human Error,ycombinator,Healthcare,AI Agent
Entangl,https://www.entangl.com/,Data Infrastructure,,2024,,,,Summer 2024,Active,,Find & resolve issues in data center engineering & operations using AI,ycombinator,Engineering,Analytics & Decisioning
ProhostAI,https://www.prohost.ai/,Real Estate AI,AI,2024,,,,Summer 2024,Active,,AI Property Manager for Airbnb & Short-Term Rental Hosts,ycombinator,Real Estate,AI Agent
Educato,https://www.educato.com/,Education AI,AI,2024,,,,Summer 2024,Active,,Worldwide exam-prep platform,ycombinator,Education,Copilot / Assistant
Saphira AI,https://saphira.ai,Engineering AI,AI,2024,,,,Summer 2024,Active,,Vanta for Hardware,ycombinator,Engineering,Copilot / Assistant
Mem0,https://mem0.ai,ML Infrastructure,AI,2024,,,,Summer 2024,Active,,The Memory layer for your AI apps,ycombinator,Cross-industry,Data Infrastructure
Superunit,http://superunit.ai,HR AI,AI,2024,,,,Summer 2024,Active,,"""Faster, more profitable background checks withAI""",ycombinator,HR,Analytics & Decisioning
Ångström AI,https://www.angstrom-ai.com,Healthcare AI,AI,2024,,,,Summer 2024,Active,,Gen AI molecular simulations that reproduce wetlab results,ycombinator,Healthcare,Analytics & Decisioning
Marr Labs,https://www.marrlabs.com/,Voice AI,,2024,,,,Winter 2024,Active,,AI-voice agents that are indistinguishable from humans.,ycombinator,Customer Support,AI Agent
Forge Rewards,https://www.joinforge.app/,E-commerce AI,AI,2024,,,,Winter 2024,Active,,Starbucks app for restaurants,ycombinator,E-commerce,Copilot / Assistant
Same,https://same.new,Code AI,AI,2023,,,,Winter 2024,Active,,Build products without coding,ycombinator,Cross-industry,Generative Product
GetCrux,http://getcrux.ai/,Design AI,AI,2024,,,,Winter 2024,Active,,AI Creative Strategist,ycombinator,Cross-industry,Analytics & Decisioning
InspectMind AI,https://www.inspectmind.ai,AI Agents,,2024,,,,Winter 2024,Active,,AI agent for construction drawings review,ycombinator,Engineering,AI Agent
kater.ai,https://www.kater.ai,Data Infrastructure,,2024,,,,Winter 2024,Active,,Deliver complete data analysis from a singlequestion,ycombinator,Cross-industry,Analytics & Decisioning
Integuru,https://www.integuru.ai,Code AI,AI,2024,,,,Winter 2024,Active,,Generate the most robust APIs with any website,ycombinator,Cross-industry,Generative Product
VoxOps AI,https://www.voxopsai.com/,Voice AI,,2023,,,,Winter 2024,Active,,Voice AI for Automotive,ycombinator,Customer Support,AI Agent
Evolvere BioSciences,https://www.evolverebiosciences.com/,Healthcare AI,AI,2024,,,,Summer 2024,Active,,Making Next-Generation Antibiotics that Outpace Bacterial Evolution,ycombinator,Healthcare,Research Lab
Silogy,https://silogy.io,Code AI,AI,2023,,,,Winter 2024,Active,,An AI-powered test and debug platform for chip developers,ycombinator,Engineering,Copilot / Assistant
Senso,http://www.senso.ai,Data Infrastructure,AI,2024,,,,Winter 2024,Active,,Control what AI says about you,ycombinator,Cross-industry,Data Infrastructure
Magic Hour,https://magichour.ai,Video AI,,2023,,,,Winter 2024,Active,,Platform for AI video generation.,ycombinator,Cross-industry,Generative Product
Veles,http://www.getveles.com,AI Agents,AI,2024,,,,Winter 2024,Active,,CPQ for humansand agents,ycombinator,Cross-industry,AI Agent
Fluently,https://getfluently.app/,Education AI,AI,2024,,,,Winter 2024,Active,,Your personal English tutor,ycombinator,Education,Copilot / Assistant
Basepilot,https://www.basepilot.com/,Finance AI,AI,2024,,,,Winter 2024,Active,,AI agents for insurance claims,ycombinator,Finance,AI Agent
Aqua Voice,https://aquavoice.com,Voice AI,,2024,,,,Winter 2024,Active,,Frontier Voice Input - write 4x faster than typing.,ycombinator,Cross-industry,Generative Product
Adapted,https://adapted.app,Healthcare AI,AI,2023,,,,Winter 2024,Active,,AI physical therapy for athletes,ycombinator,Healthcare,Copilot / Assistant
Ocular AI,https://useocular.com,Data Infrastructure,,2024,,,,Winter 2024,Active,,"""AI-Native Data Engine for LLMs, Computer Vision, & Enterprise AI""",ycombinator,Cross-industry,Data Infrastructure
Retell AI,https://retellai.com,AI Agents,AI,2023,,,,Winter 2024,Active,,Supercharge Your Contact Center Operations with AI Phone Agents,ycombinator,Customer Support,AI Agent
Rove,https://rove.com,Consumer AI,AI,2023,,,,Winter 2024,Active,,Travel the world for free.,ycombinator,Consumer,Analytics & Decisioning
Downlink,https://downlink.dev/,Foundation Models,AI,2024,,,,Winter 2024,Active,,Make yourLLMs 3x faster.,ycombinator,Cross-industry,ML Infrastructure
Shepherd,https://www.shepherd.study,Education AI,AI,2024,,,,Winter 2024,Active,,Every student's personalized learning assistant,ycombinator,Education,Copilot / Assistant
Openmart,https://www.openmart.com,Data Infrastructure,,2024,,,,Winter 2024,Active,,Localbusiness data intelligence platform,ycombinator,Cross-industry,Data Infrastructure
